,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
233,289,23379.0,Как настроение?,хорошо,2.0,хорошее,positives,ru,ru
234,290,23379.0,Как настроение?,хочется кушать и спать,1.0,хочется кушать и спать,neutrals,ru,ru
235,292,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,автоматизацию,1.0,автоматизацию,neutrals,ru,ru
236,293,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,в раздумьях пока,1.0,в раздумьях пока,neutrals,ru,ru
237,294,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,все,3.0,все,neutrals,ru,ru
238,295,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,командная работа,1.0,командная работа,neutrals,ru,ru
239,296,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,работа в команде,1.0,командная работа,neutrals,ru,ru
240,297,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,полученные знания,1.0,полученные знания,neutrals,ru,ru
241,298,23421.0,Что планируете применять из пройденного обучения в ближайшее время?,пытаться применять знания,1.0,пытаться применять знания,neutrals,ru,ru
242,299,23422.0,Ваши открытия за время обучения на модуле,важно формировать осознание,1.0,важно формировать осознание,neutrals,ru,ru
243,300,23422.0,Ваши открытия за время обучения на модуле,есть,1.0,есть,neutrals,ru,ru
244,301,23422.0,Ваши открытия за время обучения на модуле,интерактивная бизнес-игра,1.0,интерактивная бизнес игра,neutrals,ru,ru
245,302,23422.0,Ваши открытия за время обучения на модуле,модель,1.0,модель,neutrals,ru,ru
246,303,23422.0,Ваши открытия за время обучения на модуле,модель адкар,1.0,модель адкар,neutrals,ru,ru
247,304,23422.0,Ваши открытия за время обучения на модуле,нет,1.0,нет,neutrals,ru,ru
248,305,23422.0,Ваши открытия за время обучения на модуле,нужен план изменений,1.0,нужен план изменений,neutrals,ru,ru
249,306,23422.0,Ваши открытия за время обучения на модуле,очень интересная игра,1.0,очень интересная игра,positives,ru,ru
250,307,23422.0,Ваши открытия за время обучения на модуле,разобраться можно во всем!,1.0,разобраться можно во всем,neutrals,ru,ru
251,308,23423.0,Что поможет сделать программу более полезной для вас?,больше примеров из росатома,1.0,больше примеров из росатома,neutrals,ru,ru
252,309,23423.0,Что поможет сделать программу более полезной для вас?,включение теории,1.0,включение теории,neutrals,ru,ru
